OG0004000	GO:0005856,GO:0031032,GO:0008092
OG0006328	GO:0000724,GO:0003684,GO:0006302,GO:0007095,GO:0030870,GO:0032508,GO:0005515,GO:0000723,GO:0005634,GO:0006281,GO:0006974,GO:0007093
OG0007062	GO:0035091,GO:0004630,GO:0009395,GO:0043231,GO:0060627,GO:0006654,GO:0035556,GO:0003824
OG0006256	GO:0005737
OG0003787	GO:0005515
OG0007213	GO:0005515,GO:0005886
OG0006263	GO:0016614,GO:0050660,GO:0016491
OG0006270	GO:0005794
OG0003880	GO:0008270
OG0005378	GO:0046983,GO:0000977,GO:0000981,GO:0006357,GO:0032502
OG0004586	GO:0016301,GO:0005975,GO:0016773,GO:0005737,GO:0019150,GO:0019321,GO:0046835
OG0003859	GO:0005515
OG0007127	GO:0005739,GO:0006631,GO:0016491
OG0007055	GO:0005119,GO:0005886,GO:0008158,GO:0045879,GO:0097108
OG0007220	GO:0005515,GO:0005737
OG0006414	GO:0005794,GO:0006891,GO:0017119
OG0007141	GO:0005215,GO:0005524,GO:0016020,GO:0016887,GO:0000287,GO:0015914,GO:0140326,GO:0000166,GO:0005802,GO:0005886,GO:0045332
OG0006421	GO:0005634,GO:0016973,GO:0005515,GO:0051028,GO:0003676,GO:0003723
OG0005385	GO:0005861,GO:0006936
OG0005536	GO:0005770,GO:0006623,GO:0016236,GO:0005515,GO:0030242,GO:0034271,GO:0006468,GO:0034272,GO:0004672,GO:0045324,GO:0005524,GO:0071561,GO:0004674
OG0004823	GO:0001099,GO:0003723,GO:0005730,GO:0097484
OG0004809	GO:0008250
OG0004579	GO:0004620,GO:0005576,GO:0009395
OG0005615	GO:0051015,GO:0030674,GO:0005737,GO:0007015,GO:0007163,GO:0015629,GO:0016477,GO:0051017
OG0005299	GO:0016887,GO:0004017,GO:0005524,GO:0005634,GO:0005737
OG0005464	GO:0005515,GO:0005886,GO:0007411,GO:0030424,GO:0098609
OG0005392	GO:0016887,GO:0003677,GO:0006260,GO:0005524,GO:0003689,GO:0005634,GO:0005663,GO:0006261,GO:0006281
OG0006191	GO:0005739,GO:0032981,GO:0035243
OG0006407	GO:0009966,GO:0016020
OG0004665	GO:0003723,GO:0003676,GO:0005634,GO:0008143
OG0004672	GO:0020037,GO:0016020,GO:0043231
OG0007206	GO:0004298,GO:0005839,GO:0051603,GO:0005737
OG0005701	GO:0003713,GO:0005634,GO:0006366
OG0004658	GO:0046872,GO:0006801,GO:0005507
OG0003794	GO:0006457,GO:0051082,GO:0005783,GO:0051604,GO:0051787
OG0007134	GO:0005634,GO:0005737,GO:0031398,GO:0043027,GO:0043066,GO:0051726,GO:0061630
OG0003866	GO:0008081,GO:0004114,GO:0007165
OG0004902	GO:0005096,GO:0031267,GO:0043087
OG0005550	GO:0016020,GO:0005324,GO:0005524,GO:0005778,GO:0006635,GO:0055085,GO:0007031,GO:0140359,GO:0015910,GO:0042626,GO:0042760,GO:0016887
OG0005529	GO:0016020,GO:0004576,GO:0004579,GO:0006486,GO:0018279,GO:0043687
OG0004830	GO:0003924,GO:0005525
OG0004737	GO:0022900,GO:0005747
OG0004744	GO:0005794,GO:0031267,GO:0048193
OG0005379	GO:0004089,GO:0006730,GO:0008270,GO:0016836
OG0006192	GO:0006629,GO:0007165,GO:0035556,GO:0004435,GO:0008081,GO:0046488,GO:0048015,GO:0051209,GO:0005509
OG0004745	GO:0005753,GO:0015078,GO:0015986
OG0004659	GO:0036297,GO:0043240
OG0006415	GO:0034599,GO:0042744,GO:0045454,GO:0008379,GO:0016491,GO:0005737,GO:0005739,GO:0005777
OG0003788	GO:0031110,GO:0005737,GO:0007019,GO:0015631,GO:0031175,GO:0043005
OG0004752	GO:0006623,GO:0045053
OG0005393	GO:0004843,GO:0071108,GO:1990380
OG0003960	GO:0005576
OG0005458	GO:0005515
OG0007142	GO:0008017,GO:0003777,GO:0005524,GO:0007018,GO:0005875,GO:0007052,GO:0051231
OG0007056	GO:0005814,GO:0007005,GO:0007268,GO:0060271,GO:0097539
OG0004673	GO:0001510,GO:0005634,GO:0005737,GO:0008171,GO:0008173,GO:0030422,GO:0034587
OG0006099	GO:0003723,GO:0003676
OG0007049	GO:0008270,GO:0003723,GO:0003676,GO:0003729,GO:0005634
OG0003867	GO:0046872,GO:0002181,GO:0003729,GO:0005829
OG0006257	GO:0032012,GO:0005085
OG0005551	GO:0005515,GO:0016226,GO:0097361
OG0007063	GO:0006357,GO:0035098
OG0004587	GO:0004842,GO:0016567,GO:0006996
OG0005702	GO:0006468,GO:0004672,GO:0005524,GO:0004674,GO:0005634,GO:0005737,GO:0030036
OG0005616	GO:0000076,GO:0003677,GO:0006281,GO:0009649,GO:0031298,GO:0043111,GO:0048478
OG0006329	GO:0005634,GO:0045747
OG0005386	GO:0004843,GO:0016579
OG0005630	GO:0046983,GO:0003700,GO:0045944,GO:0090575
OG0006343	GO:0004663,GO:0005968,GO:0008318,GO:0018342,GO:0018344,GO:0003824
OG0004666	GO:0000124,GO:0035064
OG0003795	GO:0005615
OG0003939	GO:0005515,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0005875,GO:0007052,GO:0051231
OG0006271	GO:0005730,GO:0042273
OG0005465	GO:0004013,GO:0005829,GO:0033353
OG0003874	GO:0016020,GO:0005524,GO:0055085,GO:0140359,GO:0016887,GO:0042626
OG0006350	GO:0008270
OG0006178	GO:0071944
OG0004594	GO:0071949,GO:0004502,GO:0005741,GO:0070189,GO:0006569,GO:0019805
OG0003953	GO:0034315,GO:0043005,GO:0043113,GO:0005515,GO:0097062,GO:0019904,GO:0098842,GO:0002092,GO:0005080,GO:0005543,GO:0006886,GO:0008021,GO:0014069,GO:0032588
OG0006408	GO:0008270,GO:0005737,GO:0007265,GO:0016567,GO:0061630
OG0007221	GO:0005576,GO:0030414
OG0007070	GO:0005515,GO:0005886,GO:0007156,GO:0008046,GO:0030424,GO:0043025,GO:0050808
OG0004903	GO:0004672,GO:0005524,GO:0006468,GO:0004674,GO:0007165
OG0005544	GO:0004090,GO:0005737,GO:0016491
OG0006336	GO:0006396,GO:0003723,GO:0005515,GO:0003676,GO:0005634
OG0006344	GO:0005634,GO:0010468
OG0005710	GO:0005737,GO:0006417,GO:0008135,GO:0043005,GO:0043022,GO:0045182,GO:0045202,GO:1990124,GO:2000766,GO:0003723,GO:0003676,GO:0000900,GO:0003730,GO:0005634
OG0006179	GO:0005730,GO:0051015,GO:0055120,GO:0071013
OG0007057	GO:0000175,GO:0003824
OG0006502	GO:0016311,GO:0006470,GO:0008138,GO:0005634
OG0007143	GO:0008641,GO:0036211,GO:0005737,GO:0016925,GO:0019948,GO:0031510,GO:0032446
OG0006337	GO:0004671,GO:0005783,GO:0006481,GO:0016020
OG0005480	GO:0005634,GO:0005737,GO:0008198,GO:0035513,GO:0035515,GO:0035516,GO:0035552
OG0007129	GO:0016567,GO:0061630
OG0003789	GO:0005515,GO:0003400,GO:0005085,GO:0005789,GO:0006888
OG0006265	GO:0003735,GO:0005840,GO:0006412,GO:0015935
OG0005552	GO:0007186,GO:0007189,GO:0016020,GO:0004930,GO:0001973,GO:0005886
OG0004739	GO:0003755,GO:0000413,GO:0006457,GO:0005737,GO:0016018,GO:0043231
OG0006423	GO:0061630
OG0005703	GO:0022857,GO:0055085,GO:0008028,GO:0015718
OG0004825	GO:0005794,GO:0015012,GO:0047464
OG0005545	GO:0005515,GO:0007155,GO:0045296
OG0005617	GO:0003990,GO:0001507,GO:0004104,GO:0005615,GO:0005886,GO:0006581,GO:0019695,GO:0052689
OG0006416	GO:0032981,GO:0051539,GO:0016020,GO:0016651,GO:0003954,GO:0005747,GO:0006120,GO:0009060
OG0003954	GO:0016746,GO:0004095,GO:0005739,GO:0006631,GO:0009437
OG0004753	GO:0006457
OG0005631	GO:0004672,GO:0005524,GO:0006468,GO:0000226,GO:0004674,GO:0005737,GO:0035556,GO:0050321
OG0003961	GO:0005272,GO:0005886,GO:0006814,GO:0015280,GO:0016020,GO:0035725
OG0007071	GO:0003711,GO:0006368,GO:0008023,GO:0032783
OG0003868	GO:0005783,GO:0005789,GO:0015031,GO:0016020,GO:0031204
OG0006430	GO:0006357,GO:0090575,GO:0005667,GO:0006355,GO:0046983,GO:0000978,GO:0000981
OG0004904	GO:0004842,GO:0005634,GO:0033503,GO:0061630,GO:0046872
OG0005473	GO:0004089,GO:0006730,GO:0008270,GO:0016836
OG0004760	GO:0003677,GO:0000981,GO:0006355,GO:0000977,GO:0006357
OG0004746	GO:0034551,GO:0005759,GO:0044183
OG0003882	GO:0043005
OG0005387	GO:0016887,GO:0006270,GO:0051301,GO:0003688,GO:0005634,GO:0033314
OG0003796	GO:0032040
OG0006409	GO:0005743,GO:0033617,GO:0031966
OG0007064	GO:0140662,GO:0005524,GO:0006457,GO:0016887,GO:0051082
OG0006193	GO:0005739,GO:0006412
OG0004681	GO:0004143,GO:0007200,GO:0005509,GO:0016301,GO:0005886,GO:0007165,GO:0016020
OG0006503	GO:0015631,GO:0031625,GO:0044548,GO:0005634,GO:0007507
OG0006187	GO:0030705,GO:0005737,GO:0005813,GO:0005815,GO:0008017,GO:0031122,GO:0051959
OG0003797	GO:0000932,GO:0031087,GO:0005515
OG0007209	GO:0000281,GO:0000915,GO:0005826,GO:0031106
OG0003869	GO:0005272,GO:0005886,GO:0006814,GO:0015280,GO:0016020,GO:0035725
OG0007065	GO:0005515,GO:0000028,GO:0000462,GO:0032040,GO:0034388
OG0004747	GO:0005525,GO:0003924
OG0006431	GO:0006388,GO:0072669
OG0006417	GO:0044666
OG0007151	GO:0005515,GO:0046982,GO:0000786,GO:0003677,GO:0030527
OG0005560	GO:0031514,GO:0044782
OG0006345	GO:0005930,GO:0036159,GO:0003341,GO:0060285,GO:0060287
OG0005553	GO:0003729,GO:0005634,GO:0005737,GO:0017148
OG0005704	GO:0005737,GO:0046872
OG0007216	GO:0051879,GO:0005515,GO:0005634,GO:0005829,GO:0006457,GO:0030544
OG0006510	GO:0015031,GO:0016020,GO:0032588,GO:0055038
OG0007144	GO:0008270,GO:0004222,GO:0005615,GO:0030198,GO:0030574,GO:0006508,GO:0031012,GO:0008237
OG0003890	GO:0006412
OG0003876	GO:0005634,GO:0006606
OG0003962	GO:0005515,GO:0000387,GO:0003730,GO:0005634,GO:0032797
OG0003883	GO:0003677,GO:0003904,GO:0005634,GO:0005737,GO:0032922,GO:0043153,GO:0071949
OG0005711	GO:0005515,GO:0003676,GO:0005634
OG0003948	GO:0005515,GO:0005739,GO:0035014,GO:0035973,GO:0043551
OG0007072	GO:0008233,GO:0016579,GO:0070646,GO:0101005
OG0005625	GO:0016620,GO:0016491,GO:0004029
OG0006266	GO:0008408,GO:0003676,GO:0006139,GO:0005634,GO:0005737
OG0004675	GO:0006325,GO:0006335,GO:0042393,GO:0005634,GO:0000785
OG0004596	GO:0005783,GO:0006816,GO:0070679,GO:0005220,GO:0005262,GO:0016020,GO:0070588,GO:0005216,GO:0006811,GO:0055085
OG0006424	GO:0003677,GO:0003725,GO:0045893,GO:0071013
OG0006194	GO:0005730,GO:0032453,GO:0051864
OG0007230	GO:0003713,GO:0005634,GO:0045893,GO:0005515
OG0004682	GO:0005634,GO:0008270,GO:0010468
OG0005467	GO:0015252,GO:0016020,GO:1902600
OG0007137	GO:0003333,GO:0005774,GO:0015179,GO:0016020
OG0005632	GO:0003723,GO:0003676
OG0005474	GO:0005515,GO:0005930,GO:0030991,GO:0035721,GO:0036064,GO:0042073
OG0006280	GO:0046872,GO:0005515,GO:0003676,GO:0005524,GO:0003723,GO:0004386,GO:0005622
OG0004754	GO:0016857,GO:0005975,GO:0004750,GO:0006098
OG0004826	GO:0003924,GO:0005525
OG0006273	GO:0003735,GO:0005840,GO:0006412
OG0003955	GO:0003774,GO:0005524,GO:0016459,GO:0000146,GO:0005737,GO:0051015,GO:0005886,GO:0005902,GO:0006897,GO:0007015,GO:0015629,GO:0016020,GO:0005515,GO:0030048
OG0004833	GO:0004659,GO:0008299
OG0004589	GO:0006396,GO:0003723,GO:0006874,GO:0048471
OG0004840	GO:0031048,GO:0031380,GO:0004386
OG0004668	GO:0005515
OG0005712	GO:0005739,GO:0033615,GO:0065003
OG0006432	GO:0000139,GO:0005802,GO:0006895,GO:0034067,GO:0043001
OG0004913	GO:0005615
OG0005468	GO:0006906,GO:0031201,GO:0016020,GO:0016192,GO:0000149,GO:0005484,GO:0006887
OG0005475	GO:0001881,GO:0005769,GO:0005802,GO:0007032,GO:0042147,GO:0055037
OG0003891	GO:0005515,GO:0006364,GO:0032040,GO:0000472,GO:0000480,GO:0005730,GO:0030686,GO:0034511
OG0005619	GO:0005789,GO:0006457
OG0004827	GO:0006506,GO:0005789,GO:0016788
OG0004676	GO:0005634,GO:0006351,GO:0005666,GO:0042797
OG0006353	GO:0140359,GO:0005524,GO:0016887,GO:0055085,GO:0005319,GO:0006869,GO:0016020,GO:0042626,GO:0043231
OG0006267	GO:0005737,GO:0042732,GO:0048040,GO:0070403
OG0007224	GO:0048856,GO:0003677,GO:0006355,GO:0000981,GO:0000978,GO:0006357
OG0003963	GO:0071782,GO:0071786
OG0007080	GO:0003735,GO:0005739
OG0003884	GO:0031045,GO:0048488,GO:0048791,GO:0070382,GO:0000149,GO:0001786,GO:0005509,GO:0005544,GO:0005886,GO:0017156,GO:0030276,GO:0030424,GO:0030672
OG0007138	GO:0000290,GO:0000932,GO:0005737,GO:0050072,GO:0000184,GO:0140933,GO:0003723,GO:0016787,GO:0030145
OG0003970	GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0009790,GO:0009880,GO:0048619
OG0003877	GO:0046983,GO:0000978,GO:0000981,GO:0005634,GO:0006357
OG0007145	GO:0006103
OG0004920	GO:0016887,GO:0003677,GO:0006260,GO:0003689,GO:0005634,GO:0005663,GO:0006261,GO:0006281,GO:0005524
OG0005640	GO:0000124,GO:0003713,GO:0006357,GO:0045893,GO:0071819
OG0004683	GO:0003700,GO:0005737,GO:0006355,GO:0005515,GO:0003677,GO:0000978,GO:0000981
OG0006425	GO:0005634,GO:0006511,GO:0031625,GO:0043130
OG0003949	GO:0006221,GO:0003883,GO:0006241,GO:0005737,GO:0019856,GO:0042802,GO:0097268
OG0006418	GO:0004452,GO:0008299,GO:0005737,GO:0009240
OG0007303	GO:0043235,GO:0005515,GO:0005509,GO:0005886,GO:0006898,GO:0016324,GO:0042562
OG0004906	GO:0005432,GO:0006812,GO:0006874,GO:0008324,GO:0016020,GO:0055085
OG0005705	GO:0016020,GO:0038023,GO:0009897,GO:0030177
OG0003956	GO:0004170,GO:0006226,GO:0046081,GO:0000287
OG0006360	GO:0032040,GO:0003676,GO:0005515,GO:0006396,GO:0003723,GO:0005730,GO:0006364
OG0006195	GO:0017178,GO:0017183
OG0007059	GO:0005739,GO:0005829,GO:0035597,GO:0051536,GO:0045736,GO:0051539,GO:0035596,GO:0003824,GO:0006400,GO:0016740
OG0007310	GO:0004045,GO:0005829
OG0005554	GO:0009225,GO:1990966,GO:0004649,GO:0006282,GO:0005634,GO:0005737,GO:0005975
OG0006281	GO:0005739,GO:0005747
OG0006511	GO:0003735,GO:0005840,GO:0006412
OG0006346	GO:0005856,GO:0008092,GO:0005085
OG0004597	GO:0005515
OG0004755	GO:0005515,GO:0005634,GO:0042393
OG0004669	GO:0006298,GO:0030983,GO:0005524,GO:0032389,GO:0140664,GO:0016887,GO:0032300
OG0007073	GO:0003779,GO:0015629,GO:0030042
OG0007066	GO:0005216,GO:0016020,GO:0034220,GO:0004888,GO:0005230,GO:0006811
OG0004748	GO:0004672,GO:0005524,GO:0006468
OG0007217	GO:0003724,GO:0003676,GO:0005524
OG0007152	GO:0005525,GO:0003924
OG0005482	GO:0016020,GO:0022857,GO:0055085
OG0006189	GO:0003887,GO:0000166,GO:0003676,GO:1902975,GO:0003682,GO:0003688,GO:0003697,GO:0005658,GO:0006272,GO:0006273,GO:0003677,GO:0006260
OG0007218	GO:0000775,GO:0000785,GO:0007064,GO:0031390,GO:0034088
OG0006347	GO:0016180,GO:0032039
OG0005641	GO:0006508,GO:0004252
OG0003957	GO:0005515,GO:0003682,GO:0005634,GO:0035102,GO:0042393,GO:0045892
OG0007153	GO:0000166,GO:0003676,GO:0003887,GO:0043625,GO:0045004,GO:0003677,GO:0006261,GO:0006287,GO:0006297,GO:0008296
OG0005562	GO:0003713,GO:0005634,GO:0006357,GO:0016513,GO:0043565
OG0007311	GO:0003723,GO:0004386,GO:0005622,GO:0071013,GO:0016887
OG0004749	GO:0003676,GO:0030619,GO:0003723,GO:0000398,GO:0003729,GO:0005685,GO:0017069,GO:0071004,GO:0071011
OG0005555	GO:0016747
OG0006505	GO:0006891,GO:0007030,GO:0015031,GO:0016020,GO:0017119
OG0006440	GO:0005634,GO:0005737,GO:0008134,GO:0042994,GO:0005515
OG0005706	GO:0005737,GO:0005911,GO:0005925,GO:0045216,GO:0098609,GO:1900026,GO:2001046
OG0007160	GO:0030139,GO:0030496,GO:0032154,GO:0032456,GO:0032465,GO:0055038
OG0006361	GO:0042054,GO:0016274,GO:0018216,GO:0005634,GO:0006338,GO:0019919,GO:0034969
OG0005548	GO:0006729,GO:0008124
OG0005713	GO:0005840,GO:0006412,GO:0003735,GO:0005762
OG0006433	GO:0005319,GO:0006869
OG0004677	GO:0016301,GO:0004143,GO:0007165,GO:0016020,GO:0007200
OG0004691	GO:0005245,GO:0005891
OG0004770	GO:0005515
OG0004914	GO:0005515
OG0007146	GO:0006996,GO:0003729,GO:0005737,GO:0048312,GO:0005515
OG0007139	GO:0006750,GO:0017109,GO:0030234,GO:0035226,GO:0035229
OG0004835	GO:0005975,GO:0004568,GO:0005576,GO:0006032,GO:0008061,GO:0004553
OG0004842	GO:0007165,GO:0016020,GO:0030276,GO:0035091,GO:0043130,GO:0005768
OG0007081	GO:0005515,GO:0005634,GO:0016567,GO:0080008
OG0006426	GO:0000413,GO:0003755,GO:0005737,GO:0006457,GO:0016018,GO:0008270
OG0006354	GO:0000712,GO:0003678,GO:0005634,GO:0016887,GO:0003676,GO:0005524
OG0006196	GO:0005525,GO:0003924,GO:0032486,GO:0007165,GO:0016020
OG0007074	GO:0000463,GO:0000466,GO:0005730
OG0003892	GO:0004014,GO:0008295,GO:0006597,GO:0005829
OG0003964	GO:0016787,GO:0004722
OG0007304	GO:0005634,GO:0005737,GO:0007088,GO:0019901,GO:0032147,GO:0060236
OG0004763	GO:0000815,GO:0005771,GO:0006900,GO:0007034,GO:0009898,GO:0032511
OG0004684	GO:0015631,GO:0046785
OG0006419	GO:0005813,GO:0005814,GO:0007099,GO:0051299,GO:1902017,GO:1902410
OG0004907	GO:0043291
OG0005720	GO:0005794
OG0004828	GO:0022857,GO:0008028,GO:0015718,GO:0055085
OG0005476	GO:0005737
OG0003878	GO:0003724,GO:0005829,GO:0005524,GO:0003676
OG0005634	GO:0099503
OG0006268	GO:0016301,GO:0004370,GO:0005739,GO:0006071,GO:0006641,GO:0016310,GO:0046167,GO:0005975,GO:0016773,GO:0006072
OG0003885	GO:0008081,GO:0005515,GO:0004114,GO:0007165
OG0005714	GO:0003924,GO:0005525
OG0004829	GO:0005515,GO:0002098,GO:0033588
OG0006283	GO:0016779,GO:0031123,GO:1990817
OG0007233	GO:0004385,GO:0006163,GO:0005829
OG0007147	GO:0003725,GO:0004860,GO:0005730,GO:0006469,GO:0019901
OG0007305	GO:0003677,GO:0005634,GO:0006325,GO:0042393,GO:2000779
OG0003972	GO:0000932,GO:0005654,GO:0035195,GO:0060213,GO:0035278,GO:0003723,GO:0003676,GO:0005515
OG0005707	GO:0008448,GO:0016787,GO:0006044,GO:0016810,GO:0006046
OG0003893	GO:0032418,GO:0099078
OG0007161	GO:0005743,GO:0005507
OG0004850	GO:0007186,GO:0016020,GO:0005886,GO:0007188,GO:0008528,GO:0004930,GO:0017046,GO:0004888,GO:0007166,GO:0008036
OG0004922	GO:0005515,GO:0000164,GO:0005979,GO:0008157,GO:2001069
OG0004836	GO:0005515,GO:0061630,GO:0046872
OG0007312	GO:0016226,GO:0051536,GO:0140663,GO:0005524,GO:0051539,GO:0005829
OG0006197	GO:0006396,GO:0071007,GO:0071011,GO:0071014,GO:0005515,GO:0000245,GO:0000398,GO:0000974
OG0007240	GO:0005515,GO:0003676,GO:0003723
OG0007219	GO:0035556,GO:0005886,GO:0007169,GO:0019901,GO:0030971
OG0006348	GO:0000978,GO:0000981,GO:0006357,GO:0048856
OG0004685	GO:0005758,GO:0005739
OG0004692	GO:0005524,GO:0006468,GO:0004672,GO:0004674
OG0006506	GO:0003676,GO:0000390,GO:0005681,GO:0003723
OG0006290	GO:0005515,GO:0005634,GO:0006357,GO:0007010,GO:0008360
OG0006276	GO:0051082,GO:0005524,GO:0006457,GO:0016887,GO:0140662
OG0005477	GO:0016020,GO:0015276,GO:0005216,GO:0006811,GO:0038023
OG0006434	GO:0000122,GO:0000976,GO:0001222,GO:0005634,GO:0005737,GO:0032922,GO:0043153,GO:0006355
OG0005556	GO:0005634,GO:0006281,GO:0030915
OG0006355	GO:0005515,GO:0000164,GO:0005979,GO:0008157,GO:2001069
OG0005491	GO:0000118,GO:0004407,GO:0016575,GO:0040029,GO:0000122
OG0004599	GO:0005730,GO:0042254,GO:0000463,GO:0003723,GO:0070545
OG0004771	GO:0005515
OG0004908	GO:0006694,GO:0016616
OG0004915	GO:0003896,GO:0006269
OG0007075	GO:0005515,GO:0071546
OG0004843	GO:0008410,GO:0046952,GO:0005739,GO:0008260,GO:0046950
OG0007154	GO:0016020,GO:0031966,GO:0070453
OG0005563	GO:0004828,GO:0005524,GO:0006434,GO:0000166,GO:0004812,GO:0006418
OG0004678	GO:0003951,GO:0005739,GO:0019674
OG0005398	GO:0005515
OG0005721	GO:0005515
OG0006269	GO:0005515,GO:0005543
OG0003879	GO:0003755,GO:0003676,GO:0003723,GO:0005737,GO:0005739,GO:0006457,GO:0016018,GO:0000413,GO:0043231
OG0004764	GO:0016020,GO:0022857,GO:0055085
OG0006427	GO:0004383,GO:0008074,GO:0019826,GO:0009190,GO:0019934,GO:0016849,GO:0038060,GO:0035556,GO:0070026,GO:0070482,GO:0020037,GO:0006182
OG0005800	GO:0003700,GO:0006355,GO:0008270,GO:0043565,GO:0003677,GO:0003707,GO:0005496,GO:0005634
OG0006356	GO:0016020,GO:0055085
OG0007069	GO:0006812,GO:0008324,GO:0016020,GO:0055085,GO:0005783,GO:0006829,GO:0006882
OG0006507	GO:0005515,GO:0005737,GO:0045717,GO:0080008
OG0007083	GO:0006629,GO:0005615,GO:0016042,GO:0016298,GO:0017171
OG0004693	GO:0003712,GO:0006357,GO:0016592,GO:0070847
OG0007076	GO:0016020,GO:0005886,GO:0006865,GO:0015375,GO:0035725,GO:0071705
OG0005399	GO:0009190,GO:0016849,GO:0035556,GO:0004016,GO:0005886,GO:0006171,GO:0007189
OG0007148	GO:0005515
OG0006291	GO:0005085,GO:0005737,GO:0016020
OG0004837	GO:0006355,GO:0003700,GO:0000978,GO:0000981,GO:0005634,GO:0006357
OG0004765	GO:0003676,GO:0003723,GO:0003730,GO:0005737,GO:0008494,GO:0045948,GO:0070935
OG0004923	GO:0005515,GO:0000049,GO:0005759,GO:0042780
OG0007155	GO:0005777,GO:0035336,GO:0043231,GO:0080019
OG0004844	GO:0005524,GO:0006468,GO:0004672,GO:0004674
OG0006428	GO:0005615,GO:0032504
OG0005722	GO:0004672,GO:0006468,GO:0004674,GO:0005634,GO:0043484,GO:0003676,GO:0005524,GO:0003724
OG0007320	GO:0003747,GO:0006415,GO:0005739
OG0005571	GO:0016020,GO:0050911,GO:0004984,GO:0005549,GO:0007608,GO:0005886
OG0006370	GO:0004831,GO:0005524,GO:0006437,GO:0000166,GO:0000049,GO:0004812,GO:0006418,GO:0005737
OG0006284	GO:0030036,GO:0031267,GO:0030838,GO:0003779,GO:0016043
OG0003980	GO:0008168,GO:0032259,GO:0005829,GO:0006481,GO:0018423
OG0003966	GO:0003677,GO:0005515,GO:0005634,GO:0042054,GO:0008270,GO:0010629,GO:0046974,GO:0070828,GO:0090309
OG0004758	GO:0003677,GO:0030182,GO:0000981,GO:0006355
OG0003894	GO:0007264,GO:0005085,GO:0030527,GO:0000786,GO:0003677,GO:0007265,GO:0046982,GO:0005886
OG0007162	GO:0005814,GO:0036064,GO:0060271,GO:0090162,GO:0097539
OG0005636	GO:0004672,GO:0005524,GO:0006468
OG0006521	GO:0006882,GO:0030001,GO:0031410,GO:0046873,GO:1904257,GO:0006812,GO:0008324,GO:0016020,GO:0055085,GO:0005385,GO:0005794,GO:0006829
OG0004930	GO:0005515,GO:0000278,GO:0003682,GO:0006261,GO:0006281,GO:0043596
OG0005629	GO:0008061,GO:0005576
OG0007306	GO:0005777,GO:0035336,GO:0043231,GO:0080019
OG0006442	GO:0060090,GO:0090090,GO:0005634,GO:0005886,GO:0008013,GO:0019901,GO:0030877,GO:0031625,GO:0032436,GO:0045860,GO:0048468
OG0005557	GO:0009190,GO:0035556,GO:0020037,GO:0004383,GO:0008074,GO:0019934,GO:0070482,GO:0016849,GO:0006182
OG0006349	GO:0005242,GO:0006813,GO:0016020,GO:0005886,GO:0034765,GO:1990573
OG0004772	GO:0016020,GO:0016887,GO:0005524,GO:0042626,GO:0055085,GO:0140359,GO:0005743,GO:0006879
OG0007227	GO:0003824,GO:0030976,GO:0001561,GO:0005777,GO:0000287
OG0004686	GO:0005506,GO:0016705,GO:0020037,GO:0004497
OG0007090	GO:0005096,GO:0005737,GO:0046872
OG0003973	GO:0005515,GO:0005737
OG0005478	GO:0005524,GO:0016887,GO:0007033,GO:0016197
OG0006198	GO:0016747,GO:0004596,GO:0017196,GO:0031416
OG0007241	GO:0005762
OG0006435	GO:0016887,GO:0016020,GO:0140359,GO:0005524,GO:0005886,GO:0042626,GO:0055085
OG0006277	GO:0008194
OG0006600	GO:1990131,GO:0005525,GO:0003924,GO:0005634,GO:0005764,GO:0009267,GO:0010507,GO:1904263
OG0007313	GO:0005385,GO:0005886,GO:0030003,GO:0071578,GO:0140410,GO:0016020,GO:0030001,GO:0046873,GO:0055085
OG0005715	GO:0016020,GO:0005044,GO:0005737
OG0005643	GO:0008254,GO:0012505,GO:0046854
OG0004679	GO:0005854
OG0005492	GO:0006396,GO:0003723,GO:0004000,GO:0003725,GO:0003726,GO:0005730,GO:0005737,GO:0006382,GO:0008251
OG0005650	GO:0035861,GO:0042276,GO:0006281,GO:0003684,GO:0003887,GO:0005634,GO:0005657,GO:0009314
OG0005708	GO:0034476,GO:0035925,GO:0043928,GO:0071028,GO:0071035,GO:0071038,GO:0000178,GO:0006396,GO:0000176,GO:0000177,GO:0000467,GO:0016075,GO:0034427,GO:0034473,GO:0034475
OG0007170	GO:0016020,GO:0051751,GO:0000030,GO:0004376,GO:0006506,GO:1990529
OG0007228	GO:0005515,GO:0005737
OG0005637	GO:0005634,GO:0006355,GO:0043565,GO:0006357,GO:0007548,GO:0005515,GO:0000978,GO:0000981
OG0006522	GO:0016051,GO:0047444,GO:0070085
OG0005709	GO:0005861,GO:0005523,GO:0006936,GO:0006937,GO:0045214
OG0005479	GO:0000178,GO:0000460,GO:0003677,GO:0003723,GO:0005730,GO:0010468
OG0003967	GO:0003676,GO:0008168,GO:0032259,GO:0005739,GO:0006479,GO:0008276
OG0003888	GO:0030431,GO:0032222,GO:1903818
OG0003895	GO:0005739,GO:0016491
OG0006508	GO:0005216,GO:0006811,GO:0016020,GO:0055085,GO:0005221,GO:0044877
OG0004931	GO:0006998,GO:0030514,GO:0031490,GO:0003676
OG0005730	GO:0070192,GO:0006302,GO:0016887,GO:0000723,GO:0005634,GO:0006281,GO:0030870,GO:0000722,GO:0000794,GO:0003691,GO:0007004,GO:0032508,GO:0043047,GO:0051880
